time_s,voltage_v,current_a,temperature_c
0.0,-0.005477539263665676,-6.582795776921557e-06,2.766199827194214
0.9529999999999745,-0.0055912574753165245,-4.0004575652119456e-08,2.7662999629974365
1.8899999999998727,-0.005601595155894756,-2.3753699007755813e-10,2.7662999629974365
2.8279999999999745,0.0051103681325912476,6.404141106308714e-10,2.766199827194214
3.7649999999998727,0.005012989975512028,8.273765006450162e-11,2.766199827194214
4.686999999999898,-0.005182735621929169,-1.414362932328217e-10,2.766199827194214
5.625,-0.005537566728889942,-6.013315539954434e-11,2.766199827194214
6.5779999999999745,0.005300790071487427,5.549215600919588e-11,2.766199827194214
7.5,0.005131044890731573,-2.950977795457277e-10,2.766199827194214
8.436999999999898,0.005293119698762894,-3.001342924191519e-11,2.765899896621704
9.375,-0.005039335694164038,2.8873659019268416e-10,2.7660999298095703
10.327999999999975,0.005161392502486706,-6.195972120787152e-12,2.7655999660491943
11.25,-0.0052434299141168594,-3.749426810695233e-11,2.7660999298095703
12.202999999999975,0.0048272376880049706,3.763425682201671e-10,2.765699863433838
13.125,-0.005385830067098141,-2.1384079229580522e-10,2.765695333480835
14.061999999999898,-0.005370822735130787,1.4663131819858677e-10,2.7655999660491943
15.0,0.005055342800915241,-1.6537961972096227e-11,2.765699863433838
15.952999999999975,0.004396371077746153,-2.3897869794176074e-10,2.766199827194214
16.889999999999873,-0.0051350463181734085,2.5984370904952314e-11,2.766199827194214
17.842999999999847,-0.00562460720539093,-5.561862082004154e-11,2.766199827194214
18.79599999999982,-0.005298121832311153,-5.69888372603522e-11,2.766199827194214
19.75,0.005273777991533279,5.2781325317330374e-12,2.766199827194214
20.686999999999898,0.004940623417496681,-3.351384653734607e-13,2.766199827194214
21.625,0.004900604486465454,4.29761781717275e-12,2.766199827194214
22.577999999999975,-0.005488543771207333,1.0164413798488536e-12,2.766199827194214
23.514999999999873,-0.00542684830725193,1.049919613055339e-11,2.766199827194214
24.436999999999898,-0.005639280192553997,1.017486182114391e-11,2.7657999992370605
25.389999999999873,-0.005531564354896545,1.1452729389849203e-11,2.766199827194214
26.311999999999898,0.005161725915968418,1.1390421592039068e-11,2.765699863433838
27.233999999999924,-0.005597594194114208,-1.1966833080023775e-10,2.766199827194214
28.202999999999975,0.005311795510351658,2.691120069842068e-11,2.765699863433838
29.15599999999995,0.005011656321585178,1.1012681218336429e-11,2.7655999660491943
